"","PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TC0100018045.hg.1","TC0100018045.hg.1","SMYD3","SET and MYND domain containing 3",-0.219564897819487,7.37554523469773,-2.39167838529913,0.0369085265301609,0.197793966532113,-4.36293292682669
"TC0200016543.hg.1","TC0200016543.hg.1","RIF1","replication timing regulatory factor 1",-0.29800821934495,7.09498398099391,-2.39127890417436,0.0369341131783602,0.197793966532113,-4.36359698398173
"TC1900009417.hg.1","TC1900009417.hg.1","MLLT1","MLLT1 super elongation complex subunit",-0.337538791742493,7.17526681953093,-2.39097584044319,0.0369535358636889,0.197793966532113,-4.36410074593908
"TC0X00007267.hg.1","TC0X00007267.hg.1","MAGED1","MAGE family member D1",0.196524504107281,8.71708754939451,2.39048787440313,0.0369848294686264,0.197793966532113,-4.36491182081765
"TC0300014001.hg.1","TC0300014001.hg.1","RFT1","RFT1 homolog",-0.409515061009891,6.28390766210178,-2.39041795781528,0.0369893153853731,0.197793966532113,-4.36502802919283
"TC0600010864.hg.1","TC0600010864.hg.1","RANBP9","RAN binding protein 9",0.229296967468441,8.70330452616583,2.39020640404458,0.0370028921154052,0.197793966532113,-4.36537964697701
"HTA2-pos-PSR06002943.hg.1","HTA2-pos-PSR06002943.hg.1",NA,NA,-0.211217106988761,9.83544987403215,-2.39020039954448,0.0370032775327067,0.197793966532113,-4.36538962676689
"HTA2-pos-PSR6_cox_hap2000487.hg.1","HTA2-pos-PSR6_cox_hap2000487.hg.1",NA,NA,-0.211217106988761,9.83544987403215,-2.39020039954448,0.0370032775327067,0.197793966532113,-4.36538962676689
"HTA2-pos-PSR6_dbb_hap3000476.hg.1","HTA2-pos-PSR6_dbb_hap3000476.hg.1",NA,NA,-0.211217106988761,9.83544987403215,-2.39020039954448,0.0370032775327067,0.197793966532113,-4.36538962676689
"HTA2-pos-PSR6_mann_hap4000467.hg.1","HTA2-pos-PSR6_mann_hap4000467.hg.1",NA,NA,-0.211217106988761,9.83544987403215,-2.39020039954448,0.0370032775327067,0.197793966532113,-4.36538962676689
"HTA2-pos-PSR6_mcf_hap5000376.hg.1","HTA2-pos-PSR6_mcf_hap5000376.hg.1",NA,NA,-0.211217106988761,9.83544987403215,-2.39020039954448,0.0370032775327067,0.197793966532113,-4.36538962676689
"HTA2-pos-PSR6_qbl_hap6000473.hg.1","HTA2-pos-PSR6_qbl_hap6000473.hg.1",NA,NA,-0.211217106988761,9.83544987403215,-2.39020039954448,0.0370032775327067,0.197793966532113,-4.36538962676689
"HTA2-pos-PSR6_ssto_hap7000470.hg.1","HTA2-pos-PSR6_ssto_hap7000470.hg.1",NA,NA,-0.211217106988761,9.83544987403215,-2.39020039954448,0.0370032775327067,0.197793966532113,-4.36538962676689
"HTA2-pos-PSR07002507.hg.1","HTA2-pos-PSR07002507.hg.1",NA,NA,-0.274095439900014,7.66223419673211,-2.38951273820783,0.0370474431042304,0.197964188825665,-4.36653250914373
"TC0700010198.hg.1","TC0700010198.hg.1","FAM220A","family with sequence similarity 220 member A",0.227161043923204,7.8756028831614,2.38907042966649,0.0370758778745528,0.198050267848509,-4.36726757042028
"TC0700013509.hg.1","TC0700013509.hg.1","DAGLB","diacylglycerol lipase beta",-0.223731307105135,8.77364705227135,-2.38787349784254,0.0371529320357949,0.198378351889967,-4.36925652984686
"TC1400007628.hg.1","TC1400007628.hg.1","PSEN1","presenilin 1",0.215090501955476,8.52554774307611,2.38759424710035,0.0371709316511045,0.198378351889967,-4.36972052478375
"TC0100011855.hg.1","TC0100011855.hg.1","GUK1","guanylate kinase 1",0.172712662663413,9.71369700230555,2.38754145881601,0.037174335171813,0.198378351889967,-4.36980823455668
"TC0100008602.hg.1","TC0100008602.hg.1","CACHD1","cache domain containing 1",-0.328963400098232,6.58605225545067,-2.38723520544087,0.0371940868326858,0.198417857645284,-4.37031707563564
"TC1200006561.hg.1","TC1200006561.hg.1","RAD51AP1","RAD51 associated protein 1",-0.333669498335956,4.93242721728245,-2.38648277096439,0.0372426581971303,0.19861102950929,-4.37156717042644
"TC1200009959.hg.1","TC1200009959.hg.1","LRP6","LDL receptor related protein 6",0.481778256939553,5.80188852368678,2.38508202104861,0.0373332446134161,0.199028060533633,-4.37389408169655
"TC2000009886.hg.1","TC2000009886.hg.1",NA,NA,-0.636767683898263,4.33039088361601,-2.38400838751943,0.0374028218420841,0.19933284953851,-4.3756773303636
"TC0200012075.hg.1","TC0200012075.hg.1","ZNF513","zinc finger protein 513",0.261177890917372,7.10287527131632,2.38170189438993,0.0375527228067174,0.200060772685078,-4.37950752799433
"TC0500007607.hg.1","TC0500007607.hg.1","NLN","neurolysin",-0.205118158896456,7.51799447513883,-2.38084856702291,0.0376083295677503,0.200060772685078,-4.38092431092757
"TC1700010847.hg.1","TC1700010847.hg.1","GJC1","gap junction protein gamma 1",-0.219973528225477,8.37998223789836,-2.38057676614363,0.0376260582191176,0.200060772685078,-4.38137555287451
"TC0300008824.hg.1","TC0300008824.hg.1","ATP2C1","ATPase secretory pathway Ca2+ transporting 1",0.208406121440515,8.82408382815742,2.3804467350099,0.037634542590368,0.200060772685078,-4.38159142450835
"TC0100011581.hg.1","TC0100011581.hg.1","CENPF","centromere protein F",-0.193315699183667,7.73430482043009,-2.38032962854089,0.0376421852391127,0.200060772685078,-4.38178583635754
"TC1500007885.hg.1","TC1500007885.hg.1","NEIL1","nei like DNA glycosylase 1",0.451130368492468,7.19281847505426,2.38023173505013,0.0376485751636922,0.200060772685078,-4.38194835010486
"23075784","23075784",NA,NA,-0.173330166984357,8.5408714008335,-2.38018743289289,0.0376514673014485,0.200060772685078,-4.38202189583922
"23076244","23076244",NA,NA,-0.173330166984357,8.5408714008335,-2.38018743289289,0.0376514673014485,0.200060772685078,-4.38202189583922
"23076408","23076408",NA,NA,-0.173330166984357,8.5408714008335,-2.38018743289289,0.0376514673014485,0.200060772685078,-4.38202189583922
"TC0100015591.hg.1","TC0100015591.hg.1","PIAS3","protein inhibitor of activated STAT 3",0.209775198258979,7.68989909519884,2.37996209626732,0.0376661811012634,0.200072792705818,-4.38239596975954
"TC1600008991.hg.1","TC1600008991.hg.1","LMF1","lipase maturation factor 1",0.320525516977759,6.8649904892866,2.37964303770279,0.0376870242460674,0.200117351482423,-4.38292561122012
"TC0500006479.hg.1","TC0500006479.hg.1","NKD2","NKD inhibitor of WNT signaling pathway 2",-0.269395757001382,6.09712636831597,-2.37889971912845,0.0377356266435161,0.200309233203838,-4.3841594518305
"TC1200006905.hg.1","TC1200006905.hg.1","FAM234B","family with sequence similarity 234 member B",0.231048978194108,6.33050112349103,2.37845645180516,0.0377646390533186,0.200397034448059,-4.38489518283409
"TC1900010158.hg.1","TC1900010158.hg.1","ZNF100","zinc finger protein 100",-0.277659687637809,7.60209718832732,-2.37820387976652,0.0377811799351793,0.20041045117538,-4.38531438215536
"HTA2-pos-PSR17013139.hg.1","HTA2-pos-PSR17013139.hg.1",NA,NA,0.167157503812179,9.87290324439149,2.3780370001816,0.0377921127123102,0.20041045117538,-4.38559134890369
"23075729","23075729",NA,NA,0.242320792193873,7.94916048348861,2.37776178608835,0.0378101495399259,0.200419210753966,-4.38604810422887
"TC0700010563.hg.1","TC0700010563.hg.1","HOXA7","homeobox A7",-0.138861849169926,9.25927485621373,-2.37742497732786,0.037832234539843,0.200419210753966,-4.3866070638556
"TC1900011708.hg.1","TC1900011708.hg.1","PDCD2L","programmed cell death 2 like",-0.25875986602425,6.94385327150775,-2.37738627521526,0.0378347730941059,0.200419210753966,-4.38667129149803
"TC0300010077.hg.1","TC0300010077.hg.1","LMLN","leishmanolysin like peptidase",0.287271045244258,6.07749002472332,2.3772508489988,0.037843657295714,0.200419210753966,-4.38689603416505
"TC1500009158.hg.1","TC1500009158.hg.1","LTK","leukocyte receptor tyrosine kinase",0.610410624541233,5.00946954958672,2.37703032406383,0.0378581284757129,0.200429788582456,-4.38726199215902
"TC0300010515.hg.1","TC0300010515.hg.1","NKIRAS1","NFKB inhibitor interacting Ras like 1",-0.253541560021787,6.12818162775932,-2.37673969000873,0.0378772085587512,0.200464752016474,-4.38774428048459
"TC1600006941.hg.1","TC1600006941.hg.1","SNX29","sorting nexin 29",0.320492628844918,5.94532600680045,2.37571349093752,0.0379446533576875,0.20071589933743,-4.38944705680595
"23075909","23075909",NA,NA,0.14940375508159,10.5300727590014,2.37544775980667,0.0379621370479493,0.20071589933743,-4.3898879513995
"23076373","23076373",NA,NA,0.14940375508159,10.5300727590014,2.37544775980667,0.0379621370479493,0.20071589933743,-4.3898879513995
"TC0300013923.hg.1","TC0300013923.hg.1","IL5RA","interleukin 5 receptor subunit alpha",-0.532392115293581,3.90918266828938,-2.37518920908898,0.0379791558390134,0.200739827638575,-4.39031691892739
"HTA2-pos-PSR18005582.hg.1","HTA2-pos-PSR18005582.hg.1",NA,NA,0.276501381845612,6.86092118777539,2.37274960643016,0.0381401061572852,0.201523370664703,-4.39436386398316
"TC0300006471.hg.1","TC0300006471.hg.1","SETMAR","SET domain and mariner transposase fusion gene",-0.486352553949905,5.95185732817715,-2.37253725729978,0.0381541470700536,0.201523370664703,-4.39471606395668
"TC1600007521.hg.1","TC1600007521.hg.1","FUS","FUS RNA binding protein",-0.185565801559754,9.04040156260104,-2.37237280066175,0.0381650247033041,0.201523370664703,-4.39498882375828
"TC0100015254.hg.1","TC0100015254.hg.1","LRIF1","ligand dependent nuclear receptor interacting factor 1",0.489898553874165,5.45883873839416,2.37183670925414,0.0382005043021605,0.201643043673013,-4.3958779213562
"TC2100008222.hg.1","TC2100008222.hg.1","RIPK4","receptor interacting serine/threonine kinase 4",-0.361400315849013,6.38532712738253,-2.37165122646205,0.0382127874025595,0.201643043673013,-4.39618552769883
"HTA2-pos-PSR17024055.hg.1","HTA2-pos-PSR17024055.hg.1",NA,NA,0.195581313402041,9.60739461333996,2.37143361705382,0.0382272029060927,0.201652887818483,-4.39654640432091
"TC0200009428.hg.1","TC0200009428.hg.1","CCNT2","cyclin T2",0.296105353265253,7.25209027548021,2.37115694569919,0.0382455386081075,0.20168339821302,-4.39700521371186
"23064101","23064101",NA,NA,0.433396541316699,4.94048611918852,2.37055666157949,0.0382853503956653,0.201827103070062,-4.39800062351592
"TC1900009046.hg.1","TC1900009046.hg.1","RNF225","ring finger protein 225",0.465020557299789,4.03028471017936,2.37025796899684,0.0383051751934676,0.201865383735204,-4.39849589789207
"TC1100006441.hg.1","TC1100006441.hg.1","PSMD13","proteasome 26S subunit, non-ATPase 13",-0.209597200845032,8.71996730235613,-2.36951771814382,0.0383543501592086,0.202058261756775,-4.39972326079692
"TC1100011161.hg.1","TC1100011161.hg.1","TRMT112","tRNA methyltransferase subunit 11-2",0.142924085657038,10.2376586712251,2.36929109409201,0.0383694171140824,0.202067297197437,-4.40009898970402
"TC0100013061.hg.1","TC0100013061.hg.1","MST1L","macrophage stimulating 1 like",0.604407945441024,5.57946726062476,2.36911367442954,0.0383812167691422,0.202067297197437,-4.40039313351043
"TC1200012172.hg.1","TC1200012172.hg.1","POP5","POP5 homolog, ribonuclease P/MRP subunit",-0.559883465755832,4.43507155885892,-2.36811346142639,0.0384478041097133,0.202243922951692,-4.40205126661449
"TC1600009746.hg.1","TC1600009746.hg.1","PALB2","partner and localizer of BRCA2",-0.264950572377239,6.55513826234572,-2.36808923756706,0.0384494181629645,0.202243922951692,-4.40209142194318
"TC0200011130.hg.1","TC0200011130.hg.1","DGKD","diacylglycerol kinase delta",0.234084891260219,7.15365221881814,2.36804260059476,0.0384525258039221,0.202243922951692,-4.40216873063519
"TC0400006433.hg.1","TC0400006433.hg.1","ZNF595","zinc finger protein 595",-0.448060820759278,5.03559482187477,-2.36710819016025,0.0385148415332769,0.20250539062719,-4.40371758194148
"TC1700007605.hg.1","TC1700007605.hg.1","C17orf50","chromosome 17 open reading frame 50",0.394303952615777,4.68121547500784,2.36678758170905,0.0385362455243101,0.202551649684205,-4.40424897247646
"TC1100011280.hg.1","TC1100011280.hg.1","YIF1A","Yip1 interacting factor homolog A, membrane trafficking protein",0.196132305562857,8.60122387231349,2.36647770717873,0.038556943919048,0.202594170991257,-4.40476255239805
"TC0800006966.hg.1","TC0800006966.hg.1","NPM2","nucleophosmin/nucleoplasmin 2",0.625277960685367,4.76205237257461,2.36599890259978,0.0385889474590712,0.20265836768644,-4.40555607546263
"TC0400009258.hg.1","TC0400009258.hg.1","PALLD","palladin, cytoskeletal associated protein",-0.226429260720993,8.2987460461311,-2.36561035525229,0.0386149371676391,0.20265836768644,-4.40619998107676
"TC0600007792.hg.1","TC0600007792.hg.1","PPARD","peroxisome proliferator activated receptor delta",0.180297646125807,8.44346586020273,2.3654902822061,0.0386229722308895,0.20265836768644,-4.40639896147635
"TC1400007504.hg.1","TC1400007504.hg.1","RDH12","retinol dehydrogenase 12",0.565770380200093,4.1946160240737,2.36528980672471,0.0386363913020773,0.20265836768644,-4.40673117516834
"TC2100007278.hg.1","TC2100007278.hg.1","PKNOX1","PBX/knotted 1 homeobox 1",-0.246796225548163,7.26526272443604,-2.36512102301075,0.0386476925652858,0.20265836768644,-4.40701086520682
"HTA2-pos-3520345_st","HTA2-pos-3520345_st",NA,NA,0.165295842564738,10.602066015259,2.36504471664224,0.0386528028725096,0.20265836768644,-4.40713730993786
"TSUnmapped00000067.hg.1","TSUnmapped00000067.hg.1",NA,NA,0.632970176657333,6.82089711333473,2.36482526968342,0.0386675031022949,0.20265836768644,-4.40750094157575
"TC1100008127.hg.1","TC1100008127.hg.1","SSH3","slingshot protein phosphatase 3",0.235251617723307,7.80507790697719,2.3646045233622,0.038682295864111,0.20265836768644,-4.4078667164538
"TC0300008888.hg.1","TC0300008888.hg.1","CEP63","centrosomal protein 63",-0.227048889648733,5.84884851419755,-2.36457094423591,0.0386845465678437,0.20265836768644,-4.40792235592989
"TC0300011182.hg.1","TC0300011182.hg.1","GLT8D1","glycosyltransferase 8 domain containing 1",0.24855469968283,7.91566882838325,2.36441072922272,0.0386952870339805,0.20265836768644,-4.40818782363655
"TC1500008304.hg.1","TC1500008304.hg.1","GDPGP1","GDP-D-glucose phosphorylase 1",0.490059299012459,5.88248897541315,2.36415533409766,0.0387124141699556,0.202664016461734,-4.40861098892861
"TC1300009979.hg.1","TC1300009979.hg.1","UCHL3","ubiquitin C-terminal hydrolase L3",0.262322567505911,7.30171092647705,2.36401853110197,0.0387215913951657,0.202664016461734,-4.40883765296143
"TC0800006989.hg.1","TC0800006989.hg.1","CCAR2","cell cycle and apoptosis regulator 2",-0.293378069208549,7.99564446068104,-2.36278232779349,0.0388046163384099,0.203032424397776,-4.41088570198566
"TC1000011168.hg.1","TC1000011168.hg.1","ZCCHC24","zinc finger CCHC-type containing 24",0.387026051829613,5.57738086419976,2.36254585138957,0.0388205181174476,0.203043151489288,-4.41127744296929
"HTA2-pos-PSR02024034.hg.1","HTA2-pos-PSR02024034.hg.1",NA,NA,-0.182333832604987,8.67816007115623,-2.36237606083378,0.038831939539867,0.203043151489288,-4.41155870680086
"TC1700006556.hg.1","TC1700006556.hg.1","PAFAH1B1","platelet activating factor acetylhydrolase 1b regulatory subunit 1",-0.188742399591364,9.33837032708881,-2.36047732661926,0.0389598860326879,0.203645884441519,-4.41470362444532
"TC0200016366.hg.1","TC0200016366.hg.1","THAP4","THAP domain containing 4",-0.23361300531162,8.82657935304387,-2.36026322186222,0.0389743392274156,0.203655181367842,-4.41505820498542
"TC0X00008760.hg.1","TC0X00008760.hg.1","ZNF185","zinc finger protein 185 with LIM domain",0.26296905517399,6.96607213664966,2.35952076757514,0.0390244992168382,0.203793336004958,-4.41628771669213
"23076263","23076263",NA,NA,0.191546517756235,9.32730260489005,2.35909758897997,0.0390531171359209,0.203793336004958,-4.41698845422807
"23074885","23074885",NA,NA,0.205680358228113,9.83538695304125,2.35893386903899,0.0390641943549459,0.203793336004958,-4.41725954673694
"23074891","23074891",NA,NA,0.205680358228113,9.83538695304125,2.35893386903899,0.0390641943549459,0.203793336004958,-4.41725954673694
"23074922","23074922",NA,NA,0.205680358228113,9.83538695304125,2.35893386903899,0.0390641943549459,0.203793336004958,-4.41725954673694
"TC1100009243.hg.1","TC1100009243.hg.1","NLRX1","NLR family member X1",0.362992250261883,6.20013556421908,2.3586256765798,0.0390850548156051,0.20383598207632,-4.41776984639038
"TC1200009800.hg.1","TC1200009800.hg.1","SLC2A3","solute carrier family 2 member 3",-0.342993282071362,6.06247518822594,-2.35778650571771,0.0391419102816124,0.20406064482303,-4.41915923209727
"TC2100008499.hg.1","TC2100008499.hg.1","SMIM11A","small integral membrane protein 11A",-0.347830145376736,7.9320232772964,-2.35761510386838,0.0391535329841549,0.20406064482303,-4.41944299835637
"TC0800011216.hg.1","TC0800011216.hg.1","STK3","serine/threonine kinase 3",0.339155729511263,6.41524708983538,2.35706392655396,0.0391909308985986,0.204181098123334,-4.42035546528784
"TC0100011512.hg.1","TC0100011512.hg.1","DTL","denticleless E3 ubiquitin protein ligase homolog",-0.30248966471528,7.76786980930176,-2.35678155421526,0.0392101035951493,0.204181098123334,-4.42082290488408
"HTA2-pos-3482860_st","HTA2-pos-3482860_st",NA,NA,-0.193283727483909,10.0612720096699,-2.35642200003652,0.0392345300404805,0.204181098123334,-4.42141808770132
"TC0100014762.hg.1","TC0100014762.hg.1","SSX2IP","SSX family member 2 interacting protein",-0.495742877258534,6.30795738556169,-2.35621068998584,0.0392488923721136,0.204181098123334,-4.42176786434252
"TC2200007790.hg.1","TC2200007790.hg.1","TRABD","TraB domain containing",0.221258530419993,8.22894981869156,2.35620164899934,0.0392495069843973,0.204181098123334,-4.4217828294736
"TC0100008503.hg.1","TC0100008503.hg.1","HOOK1","hook microtubule tethering protein 1",0.266879876042013,5.50164420037166,2.35583228382952,0.0392746246808939,0.204181098123334,-4.4223942083541
"TSUnmapped00000225.hg.1","TSUnmapped00000225.hg.1",NA,NA,-0.52283350314464,4.16125796663575,-2.3557059456079,0.0392832195640816,0.204181098123334,-4.42260331886823
"TC0100006550.hg.1","TC0100006550.hg.1","PRKCZ","protein kinase C zeta",-0.215938036805955,8.3318063766411,-2.35568697091873,0.039284510584324,0.204181098123334,-4.4226347248126
"HTA2-pos-PSR04018304.hg.1","HTA2-pos-PSR04018304.hg.1",NA,NA,-0.410634034806649,5.7064589834605,-2.35555586348554,0.0392934321402845,0.204181098123334,-4.42285172516945
"TC1000007024.hg.1","TC1000007024.hg.1","KIAA1217","KIAA1217",0.467972164309094,5.59472035794371,2.35524558589987,0.0393145536604526,0.204181098123334,-4.42336526201903
"HTA2-pos-PSR19002377.hg.1","HTA2-pos-PSR19002377.hg.1",NA,NA,-0.152608237454182,11.6454417972111,-2.35521810289048,0.0393164250431663,0.204181098123334,-4.4234107478746
"TC1900008911.hg.1","TC1900008911.hg.1","NAT14","N-acetyltransferase 14 (putative)",-0.372112059348195,6.2930764756296,-2.35498626674823,0.0393322147598019,0.204197100730371,-4.42379444293961
"TC1700007944.hg.1","TC1700007944.hg.1","TMEM106A","transmembrane protein 106A",0.384226295685143,5.72704118501822,2.35357983468231,0.0394281352356674,0.204628965428522,-4.42612188834714
"TC1200011911.hg.1","TC1200011911.hg.1","PPTC7","PTC7 protein phosphatase homolog",-0.229360375906414,7.35736710447655,-2.35266380370753,0.0394907320337723,0.20488418309583,-4.42763756990096
"TC1700009679.hg.1","TC1700009679.hg.1","AURKB","aurora kinase B",-0.15819782082049,9.47406651706759,-2.35237357031258,0.0395105852307165,0.20488418309583,-4.42811775916762
"TC1000007491.hg.1","TC1000007491.hg.1","TIMM23","translocase of inner mitochondrial membrane 23",-0.163097534961009,9.52314031395801,-2.35230080708478,0.0395155640660926,0.20488418309583,-4.42823814272233
"TC0100011219.hg.1","TC0100011219.hg.1","PPP1R12B","protein phosphatase 1 regulatory subunit 12B",0.543457441695667,3.94701909309758,2.35189446288946,0.0395433794513451,0.204962264846521,-4.42891040113825
"TC1900006525.hg.1","TC1900006525.hg.1","FAM174C","family with sequence similarity 174 member C",-0.225572374299588,7.96146801215615,-2.35131302476321,0.0395832136175598,0.205042210753356,-4.42987227657648
"TC0500012947.hg.1","TC0500012947.hg.1","GPRIN1","G protein regulated inducer of neurite outgrowth 1",-0.492107430689092,5.22924700501767,-2.35129680734498,0.0395843252275896,0.205042210753356,-4.42989910411242
"TC1000012025.hg.1","TC1000012025.hg.1","MCMBP","minichromosome maintenance complex binding protein",-0.225864948199691,9.56527899887949,-2.35044093518135,0.0396430333967691,0.20523083878512,-4.43131484646054
"TC1100010661.hg.1","TC1100010661.hg.1","CHST1","carbohydrate sulfotransferase 1",0.371267418696459,4.91639739709551,2.35034044016307,0.0396499323593487,0.20523083878512,-4.43148107048683
"TC1600010341.hg.1","TC1600010341.hg.1","AKTIP","AKT interacting protein",0.321605635682991,6.55354080645475,2.35020752643963,0.0396590586524644,0.20523083878512,-4.43170091352895
"HTA2-pos-PSR11017849.hg.1","HTA2-pos-PSR11017849.hg.1",NA,NA,-0.151974754993402,11.6015466604883,-2.34971264098328,0.0396930570778007,0.20534064427756,-4.43251943573927
"TC0700013616.hg.1","TC0700013616.hg.1","GCC1","GRIP and coiled-coil domain containing 1",0.420180087801101,6.6722665810612,2.34943570755282,0.0397120946533534,0.205373008332824,-4.43297745115978
"TC1900007839.hg.1","TC1900007839.hg.1","FXYD5","FXYD domain containing ion transport regulator 5",0.24499788094548,9.9651380149096,2.34837908985344,0.0397848126074977,0.20568287290131,-4.43472482634917
"TC0300008242.hg.1","TC0300008242.hg.1","ALCAM","activated leukocyte cell adhesion molecule",0.197069328001104,9.16859069622879,2.34721406972026,0.0398651410260119,0.206029348132226,-4.43665120178753
"TC0100008591.hg.1","TC0100008591.hg.1","PGM1","phosphoglucomutase 1",0.280088601496602,7.9387649770496,2.34703538563889,0.0398774752732899,0.206029348132226,-4.43694663311813
"TC1200012852.hg.1","TC1200012852.hg.1","HRK","harakiri, BCL2 interacting protein",0.4352735014786,5.66588214086395,2.34643727833935,0.0399187885620036,0.206174450455561,-4.43793547871257
"TC0100016359.hg.1","TC0100016359.hg.1","SELL","selectin L",-0.580353134712517,3.7851999161217,-2.34623266467012,0.0399329314667596,0.206174450455561,-4.4382737475517
"TC0900008708.hg.1","TC0900008708.hg.1","LHX2","LIM homeobox 2",-0.425351638357903,6.25735433687696,-2.34595960288227,0.0399518130950898,0.206174450455561,-4.43872516169413
"TC0100017073.hg.1","TC0100017073.hg.1","SLC45A3","solute carrier family 45 member 3",0.39028919783123,5.72011342788394,2.34588626604459,0.0399568856558761,0.206174450455561,-4.4388463963809
"23076311","23076311",NA,NA,0.201999985193625,8.85579990296408,2.34559499491122,0.0399770384723436,0.206212216428127,-4.43932789177985
"TC1400010085.hg.1","TC1400010085.hg.1","TCL1A","T cell leukemia/lymphoma 1A",0.433854670703857,3.82990307750405,2.34453408176204,0.0400505257593391,0.206524983280186,-4.44108151923954
"TC1900011071.hg.1","TC1900011071.hg.1","KDELR1","KDEL endoplasmic reticulum protein retention receptor 1",0.137181971799649,10.685200699232,2.34364819611796,0.0401119898170269,0.206775570221363,-4.44254565569214
"TC0100008156.hg.1","TC0100008156.hg.1","NSUN4","NOP2/Sun RNA methyltransferase 4",0.24821371035963,8.68421447366349,2.34344143831012,0.0401263481681136,0.20678324642888,-4.44288734837466
"TC0100006698.hg.1","TC0100006698.hg.1","PHF13","PHD finger protein 13",-0.266350023427135,7.46375254356405,-2.34075264597701,0.0403135274583271,0.207681230907471,-4.44733008942178
"TC1100007675.hg.1","TC1100007675.hg.1","RTN4RL2","reticulon 4 receptor like 2",-0.290819075050727,6.89406582368585,-2.34053379582442,0.040328799911742,0.207693319545471,-4.44769163253048
"23075632","23075632",NA,NA,0.577138745605287,4.53314591936521,2.33976909356047,0.0403822087911068,0.207760215562908,-4.44895485057434
"23075803","23075803",NA,NA,0.577138745605287,4.53314591936521,2.33976909356047,0.0403822087911068,0.207760215562908,-4.44895485057434
"23075962","23075962",NA,NA,0.577138745605287,4.53314591936521,2.33976909356047,0.0403822087911068,0.207760215562908,-4.44895485057434
"TC0X00009942.hg.1","TC0X00009942.hg.1","PJA1","praja ring finger ubiquitin ligase 1",0.357391221183028,6.80803818545594,2.3395629023991,0.0403966214986085,0.207760215562908,-4.44929543833094
"TC2000009896.hg.1","TC2000009896.hg.1","DTD1","D-aminoacyl-tRNA deacylase 1",0.225127580482567,8.48000426559123,2.33934429116652,0.0404119078234902,0.207760215562908,-4.4496565318195
"TC1400006566.hg.1","TC1400006566.hg.1","TOX4","TOX high mobility group box family member 4",0.184370678658885,9.01095861403286,2.33923760596986,0.0404193697939788,0.207760215562908,-4.4498327465886
"TC1100012997.hg.1","TC1100012997.hg.1","NDUFS3","NADH:ubiquinone oxidoreductase core subunit S3",-0.234894984106889,8.43376856954707,-2.33846829804746,0.0404732177692868,0.207970471095906,-4.45110336161134
"TC1700012431.hg.1","TC1700012431.hg.1","HOXB2","homeobox B2",-0.373261835886714,4.07928978404401,-2.3377035503366,0.0405268156133379,0.208165051223763,-4.45236632064009
"23072544","23072544",NA,NA,-0.286574801958662,7.35178801076325,-2.33755841072971,0.0405369955986528,0.208165051223763,-4.45260600056755
"TC1100013021.hg.1","TC1100013021.hg.1","FEN1","flap structure-specific endonuclease 1",-0.165894518589234,9.45150294896392,-2.33668899305939,0.0405980279337856,0.208411857137402,-4.45404164167458
"HTA2-pos-PSR11028317.hg.1","HTA2-pos-PSR11028317.hg.1",NA,NA,0.332411779023019,7.01201068718156,2.33609885208758,0.0406395061355217,0.208558155408995,-4.45501603082363
"TC0100011940.hg.1","TC0100011940.hg.1","COG2","component of oligomeric golgi complex 2",-0.15888612802962,7.15171458895693,-2.33551285204905,0.0406807340129433,0.208703076028088,-4.45598350958301
"TC1900010221.hg.1","TC1900010221.hg.1","ZNF681","zinc finger protein 681",-0.426845451742864,4.11015761749459,-2.33502323550112,0.0407152119984329,0.208813286431797,-4.45679180438481
"TC0300011222.hg.1","TC0300011222.hg.1","ACTR8","actin related protein 8",-0.46653130603099,4.28094657242566,-2.33468582597079,0.0407389883316381,0.208868559193606,-4.45734879500808
"TC2200008136.hg.1","TC2200008136.hg.1","PRAME","preferentially expressed antigen in melanoma",-0.309016244778076,7.2326200639519,-2.33392199994447,0.0407928628960614,0.209040079312131,-4.45860961801284
"TC1100011643.hg.1","TC1100011643.hg.1","ARRB1","arrestin beta 1",-0.278835662440715,7.4208738789904,-2.333784459415,0.0408025713217112,0.209040079312131,-4.45883663851544
"TC1700010686.hg.1","TC1700010686.hg.1","JUP","junction plakoglobin",0.187123148395248,10.5233194232701,2.33339000223702,0.0408304268919613,0.209040079312131,-4.45948769597444
"TC0100009339.hg.1","TC0100009339.hg.1","TMEM167B","transmembrane protein 167B",0.258616312103181,6.86710408580753,2.33338406257052,0.0408308464772952,0.209040079312131,-4.45949749922885
"TC1700012297.hg.1","TC1700012297.hg.1","PRKAR1A","protein kinase cAMP-dependent type I regulatory subunit alpha",0.2081448641152,8.71754407984701,2.33329000719784,0.0408374912223537,0.209040079312131,-4.45965273400243
"TC0200009281.hg.1","TC0200009281.hg.1","MZT2B","mitotic spindle organizing protein 2B",0.183002468407855,9.56256533544012,2.33284325044316,0.0408690676590065,0.209135088899655,-4.46039006303824
"TC1600009422.hg.1","TC1600009422.hg.1","GSPT1","G1 to S phase transition 1",-0.168557852547639,9.16982904567369,-2.33199500357747,0.0409290863639204,0.209375536356407,-4.46178989549402
"TC1400008590.hg.1","TC1400008590.hg.1","OSGEP","O-sialoglycoprotein endopeptidase",-0.313376984257608,6.30468568022523,-2.33140862359456,0.0409706263832056,0.209521331866756,-4.46275748811344
